Date,Open_APOLLOHOSP,High_APOLLOHOSP,Low_APOLLOHOSP,Close_APOLLOHOSP,Adj_Close_APOLLOHOSP,Volume_APOLLOHOSP,Open_CIPLA,High_CIPLA,Low_CIPLA,Close_CIPLA,Adj_Close_CIPLA,Volume_CIPLA,Open_FORTIS,High_FORTIS,Low_FORTIS,Close_FORTIS,Adj_Close_FORTIS,Volume_FORTIS,Open_GLENMARK,High_GLENMARK,Low_GLENMARK,Close_GLENMARK,Adj_Close_GLENMARK,Volume_GLENMARK,Open_SUNPHARMA,High_SUNPHARMA,Low_SUNPHARMA,Close_SUNPHARMA,Adj_Close_SUNPHARMA,Volume_SUNPHARMA
2010-01-25,334.67498779296875,335.0,324.6000061035156,329.20001220703125,306.6045837402344,53094,325.0,332.70001220703125,320.0,326.95001220703125,299.1060485839844,527544,141.0,144.0,140.3000030517578,141.0,140.282958984375,463780,260.0,264.25,254.0,256.3999938964844,243.55941772460935,635249,144.4499969482422,145.60000610351562,140.0,144.4499969482422,130.72923278808594,2196320
2010-01-27,329.0,335.0,320.04998779296875,322.6000061035156,300.4576110839844,80000,326.0,326.8500061035156,310.0,313.5,286.801513671875,1479710,141.0,143.5,135.3000030517578,136.60000610351562,135.9053497314453,775940,257.5,257.5,238.1499938964844,243.3999938964844,231.2104339599609,989953,143.60000610351562,144.48500061035156,140.2899932861328,142.10000610351562,128.60250854492188,2767580
2010-01-28,328.5,338.5,313.54998779296875,330.32501220703125,307.6524658203125,275776,316.1000061035156,328.0,314.20001220703125,317.8500061035156,290.78106689453125,2473512,138.10000610351562,139.89999389648438,136.25,137.39999389648438,136.70126342773438,444204,249.8999938964844,250.0,240.1000061035156,243.3500061035156,231.16294860839844,573933,142.5,148.9949951171875,141.00999450683594,144.6199951171875,130.88314819335938,3399690
2010-01-29,330.5,345.0,325.0,340.9750061035156,317.5714416503906,107422,318.1000061035156,323.75,303.0,317.20001220703125,290.1864013671875,2282638,135.60000610351562,142.9499969482422,133.0500030517578,141.85000610351562,141.12864685058594,809176,243.0,246.9499969482422,235.0500030517578,242.25,230.11805725097656,882398,142.0,152.5,142.0,147.30499267578125,133.31312561035156,3314050
2010-02-01,344.0,361.9500122070313,343.1499938964844,355.29998779296875,330.9132080078125,147552,319.0,327.8999938964844,316.5,326.04998779296875,298.2826538085937,964639,141.0,149.0,137.60000610351562,147.5,146.74990844726562,1126230,242.0,249.0,241.5,246.8000030517578,234.44017028808597,275987,144.625,152.49000549316406,143.36000061035156,150.64999389648438,136.34034729003906,2688440
2010-02-02,362.25,362.25,340.04998779296875,344.6499938964844,320.9941101074219,84658,326.04998779296875,329.8999938964844,311.25,313.75,287.0301818847656,1101300,148.0,153.3000030517578,145.5500030517578,146.64999389648438,145.9042205810547,1689493,249.8999938964844,253.1499938964844,244.1499938964844,247.1999969482422,234.82012939453125,272797,151.8000030517578,153.80499267578125,148.50999450683594,151.36000061035156,136.98292541503906,2939510
2010-02-03,349.0,367.4500122070313,346.1000061035156,358.20001220703125,333.6141052246094,175536,318.8500061035156,327.0,316.0,320.70001220703125,293.3883056640625,668662,149.8000030517578,151.5500030517578,146.64999389648438,147.6999969482422,146.94888305664062,818806,251.8999938964844,259.79998779296875,248.0,256.8500061035156,243.98687744140625,533117,151.60000610351562,153.5,149.7100067138672,150.14500427246094,135.88336181640625,1224590
2010-02-04,362.0,362.0,335.6000061035156,342.3500061035156,318.85205078125,134336,320.5,320.70001220703125,310.6000061035156,313.1499938964844,286.48126220703125,883457,148.0,148.0,141.0,142.25,141.52659606933594,460187,255.0,263.3500061035156,253.3000030517578,257.75,244.84176635742188,721381,151.1999969482422,151.5,147.0,149.9149932861328,135.67514038085938,5378300
2010-02-05,339.0,339.0,326.0,327.95001220703125,305.4403991699219,68520,310.0,313.0,304.6000061035156,309.5,283.14215087890625,1380008,139.89999389648438,142.25,136.39999389648438,140.35000610351562,139.6362762451172,788875,252.0,253.0,245.0,250.6999969482422,238.1448974609375,329496,149.0,149.97000122070312,145.60000610351562,147.38999938964844,133.39004516601562,3625520
2010-02-08,337.3999938964844,337.3999938964844,328.6000061035156,331.67498779296875,308.90972900390625,28920,311.5,318.0,304.45001220703125,316.75,289.7747497558594,790303,145.0,145.89999389648438,139.1999969482422,142.0,141.2778778076172,506457,253.5,257.79998779296875,249.1999969482422,252.8000030517578,240.13967895507807,748412,149.8000030517578,152.3000030517578,147.11000061035156,151.1750030517578,136.8155059814453,1833970
2010-02-09,332.5,334.75,329.0249938964844,330.79998779296875,308.0948181152344,57960,317.0,322.8999938964844,314.3500061035156,321.3999938964844,294.0286865234375,837918,143.14999389648438,144.89999389648438,142.1999969482422,144.0,143.26771545410156,358988,252.8000030517578,261.8999938964844,251.0500030517578,260.70001220703125,247.64405822753903,366029,151.8000030517578,155.10000610351562,149.5,154.23500061035156,139.58485412597656,1626630
2010-02-10,342.0,342.0,326.5,330.95001220703125,308.23443603515625,52632,323.0,325.6000061035156,311.25,312.25,285.657958984375,930007,145.0,146.89999389648438,143.25,144.0500030517578,143.3174591064453,461033,264.5,268.3999938964844,260.1000061035156,261.79998779296875,248.6889190673828,487008,153.5,153.59500122070312,150.3000030517578,150.9550018310547,136.6163787841797,1390320
2010-02-11,336.5,336.5,326.5,328.2749938964844,305.7431335449219,78470,313.0,317.75,311.3500061035156,312.1000061035156,285.5207824707031,536129,145.1999969482422,170.0,145.1999969482422,151.8000030517578,151.02804565429688,5903892,264.3999938964844,265.3999938964844,255.1499938964844,256.5,243.6543884277344,188864,151.89999389648438,153.4499969482422,151.0,152.03500366210938,137.5937957763672,841350
2010-02-15,335.0,338.95001220703125,323.04998779296875,326.25,303.85711669921875,89134,313.0,317.95001220703125,312.0,316.70001220703125,289.7289733886719,722606,153.6999969482422,155.60000610351562,150.25,151.35000610351562,150.58033752441406,1070629,256.79998779296875,264.5,250.0,253.3000030517578,240.6146240234375,525775,151.88499450683594,153.9949951171875,150.60000610351562,152.80999755859375,138.29519653320312,790530
2010-02-16,324.25,329.7250061035156,321.5,325.29998779296875,302.9723205566406,86742,317.0,323.5,316.3500061035156,322.5,295.0350341796875,770797,152.10000610351562,153.4499969482422,150.10000610351562,151.4499969482422,150.67982482910156,628740,254.1999969482422,257.8999938964844,252.0500030517578,256.5,243.6543884277344,210754,153.01499938964844,156.3000030517578,152.75999450683594,154.44500732421875,139.7748565673828,1686250
2010-02-17,328.95001220703125,339.0,326.0,329.8500061035156,307.2099914550781,65856,323.0,325.8999938964844,317.04998779296875,318.79998779296875,291.6501159667969,906159,156.0,162.35000610351562,155.10000610351562,156.25,155.45541381835938,4214111,258.04998779296875,260.0,253.5500030517578,254.5500030517578,241.8020782470703,128838,154.3000030517578,157.0,152.91000366210938,154.1750030517578,139.53057861328125,1427580
2010-02-18,331.0,356.0,329.0,344.54998779296875,320.9010009765625,204764,319.0,324.75,317.1000061035156,318.0,290.9182434082031,565791,156.9499969482422,159.3000030517578,155.0500030517578,157.3000030517578,156.5000762939453,1787482,255.0,259.8999938964844,254.0,257.3500061035156,244.4618377685547,215891,155.89999389648438,155.89999389648438,153.30999755859375,154.50999450683594,139.83372497558594,491460
2010-02-19,340.6000061035156,350.95001220703125,336.0,337.79998779296875,314.61431884765625,141236,318.0,319.0,313.1000061035156,316.1499938964844,289.2257995605469,510660,162.0,163.3000030517578,154.0,156.4499969482422,155.65438842773438,1623235,254.0,264.8999938964844,254.0,260.20001220703125,247.16912841796875,552112,153.2100067138672,156.3699951171875,151.71499633789062,154.98500061035156,140.26358032226562,1234270
2010-02-22,339.0,346.0,333.0,340.1499938964844,316.8030090332031,57738,317.1499938964844,320.3999938964844,311.1000061035156,312.79998779296875,286.1610717773437,756896,157.10000610351562,159.39999389648438,151.1999969482422,152.8000030517578,152.02294921875,1032433,263.0,263.0,256.54998779296875,260.3500061035156,247.31163024902344,163158,156.1999969482422,156.67999267578125,153.1199951171875,153.5800018310547,138.9920654296875,589910
2010-02-23,345.0,347.5,333.125,343.07501220703125,319.5272521972656,94812,312.54998779296875,312.95001220703125,305.3500061035156,309.8999938964844,283.5080871582031,816336,151.60000610351562,155.4499969482422,151.10000610351562,153.39999389648438,152.61990356445312,943720,260.0,260.95001220703125,253.6000061035156,254.3999938964844,241.65956115722656,89727,153.5,157.86000061035156,153.5,157.0399932861328,142.1234130859375,1664490
2010-02-24,338.0,341.0,333.2250061035156,336.2250061035156,313.1473999023437,47774,309.0,309.5,302.04998779296875,303.1499938964844,277.3329467773437,1128945,151.8000030517578,154.75,151.1999969482422,152.35000610351562,151.57525634765625,538885,254.0,256.3999938964844,245.5,249.6999969482422,237.1949462890625,562657,156.60000610351562,157.19000244140625,152.1999969482422,152.75,138.2408905029297,1546110
2010-02-25,342.3999938964844,342.3999938964844,331.6000061035156,338.3999938964844,315.1730651855469,130306,304.5,309.79998779296875,301.79998779296875,303.54998779296875,277.69891357421875,1838444,153.39999389648438,156.85000610351562,152.39999389648438,154.25,153.465576171875,968457,248.1000061035156,251.9499969482422,245.1000061035156,247.3999938964844,235.01011657714844,149244,152.0,154.5,150.5,152.06500244140625,137.6209716796875,1763060
2010-02-26,342.25,349.5,336.5,341.5,318.0603332519531,51768,305.0,319.0,303.3500061035156,316.1499938964844,289.2257995605469,1066163,155.4499969482422,157.8000030517578,154.14999389648438,156.4499969482422,155.65438842773438,1321093,248.1000061035156,255.5,245.25,252.4499969482422,239.8072052001953,222866,151.8000030517578,157.89999389648438,150.89999389648438,153.97000122070312,139.34500122070312,1603740
2010-03-02,344.6000061035156,358.5,339.04998779296875,355.04998779296875,330.6803283691406,134002,311.0,319.95001220703125,311.0,315.29998779296875,288.4481811523437,699176,158.0,170.5,156.8000030517578,169.6999969482422,168.83700561523438,5936849,252.0,259.70001220703125,252.0,256.70001220703125,243.84439086914065,591122,154.6999969482422,156.7899932861328,153.11500549316406,155.14500427246094,140.4084014892578,1616660
2010-03-03,360.0,365.0,352.0,357.32501220703125,332.7992553710937,161386,316.0,321.8999938964844,315.54998779296875,320.54998779296875,293.2510681152344,1130913,171.0,172.4499969482422,166.25,168.0500030517578,167.19540405273438,2819868,258.79998779296875,260.0,253.25,255.6499938964844,242.84695434570312,658046,154.1999969482422,157.85000610351562,153.0050048828125,156.18499755859375,141.349609375,2654430
2010-03-04,350.6000061035156,357.5249938964844,349.54998779296875,351.67498779296875,327.5369873046875,37048,320.54998779296875,321.8999938964844,315.20001220703125,318.25,291.1470031738281,1419352,168.0,174.5,167.1999969482422,172.39999389648438,171.5232696533203,3699815,253.0,257.5,253.0,255.75,242.94192504882807,396447,155.85000610351562,159.5,155.01499938964844,158.67999267578125,143.60760498046875,1249950
2010-03-05,352.0,363.25,350.0249938964844,360.20001220703125,335.47686767578125,121086,321.0,325.5,319.75,321.29998779296875,293.9372253417969,1365247,173.6999969482422,174.39999389648438,169.6999969482422,170.60000610351562,169.73243713378906,1398755,256.8999938964844,261.8999938964844,252.0,254.4499969482422,241.70706176757807,767899,158.5,161.82000732421875,157.02499389648438,161.27000427246094,145.9516143798828,1432040
2010-03-08,362.5,362.5,354.0,356.4750061035156,332.007568359375,41488,321.5,324.8999938964844,318.04998779296875,321.6000061035156,294.2117004394531,841443,173.5500030517578,174.0,170.0,173.64999389648438,172.76690673828125,1461047,257.0,260.0,255.5500030517578,258.54998779296875,245.6016998291016,583199,162.0,164.97999572753906,161.10000610351562,163.96499633789062,148.3905792236328,1622100
2010-03-09,353.0,358.4750061035156,350.0249938964844,352.6000061035156,328.3985290527344,38266,322.0,323.8500061035156,314.0,314.45001220703125,287.670654296875,915288,174.5500030517578,175.39999389648438,171.3000030517578,172.5,171.62278747558594,1629331,258.1499938964844,259.0,256.0,257.04998779296875,244.17681884765625,196248,163.5,166.1999969482422,163.02000427246094,165.47999572753906,149.76170349121094,1321800
2010-03-10,352.5,369.0,352.5,358.9750061035156,334.3359375,187436,315.0,320.0,314.5,316.20001220703125,289.2715759277344,852963,173.0,173.4499969482422,167.8000030517578,170.25,169.38421630859375,846631,257.8999938964844,257.8999938964844,251.6499938964844,254.5500030517578,241.8020782470703,748985,165.5,166.1999969482422,164.0,164.3699951171875,148.75717163085938,846760
2010-03-11,358.9750061035156,360.0,352.5,353.67498779296875,329.3996887207031,26444,316.5,320.45001220703125,316.1000061035156,318.29998779296875,291.19268798828125,1038962,171.25,181.3000030517578,170.0,177.9499969482422,177.04505920410156,3356785,255.5,255.5,243.0,245.5,233.2052764892578,1488144,163.5050048828125,170.58999633789062,163.5050048828125,169.31500244140625,153.2324676513672,2264970
2010-03-12,356.5249938964844,360.5,350.9750061035156,352.2749938964844,328.0958251953125,44972,319.04998779296875,321.29998779296875,315.1000061035156,316.0,289.088623046875,462648,186.0,187.5,180.3999938964844,181.3000030517578,180.3780212402344,11897228,248.3000030517578,249.9499969482422,243.0,245.3999938964844,233.1102752685547,1016769,170.0,171.0,164.4949951171875,165.55499267578125,149.82960510253906,3116460
2010-03-15,360.0,364.5,352.5,360.4750061035156,335.73291015625,116602,316.1000061035156,321.0,313.1000061035156,314.3999938964844,287.6248779296875,370546,183.0,183.0,177.10000610351562,181.6499938964844,180.72622680664065,3915353,242.0,245.0,235.1499938964844,238.8000030517578,226.8408050537109,2262115,165.0,166.3000030517578,161.35000610351562,162.30499267578125,146.88829040527344,1667150
2010-03-16,362.5,363.25,353.54998779296875,355.45001220703125,331.0528869628906,77804,314.5,319.8999938964844,314.5,317.79998779296875,290.7352600097656,372492,181.8000030517578,185.0,180.4499969482422,183.5500030517578,182.61659240722656,2064785,241.75,241.75,233.3500061035156,235.25,223.46859741210935,775443,163.8000030517578,167.97999572753906,161.3000030517578,167.2550048828125,151.36810302734375,1126450
2010-03-17,355.5,359.8500061035156,352.5,353.3999938964844,329.1436462402344,34774,318.5,334.29998779296875,318.5,332.20001220703125,303.90899658203125,2491427,183.0,184.6999969482422,179.3000030517578,180.1999969482422,179.2836151123047,1568263,237.0,244.6999969482422,235.3000030517578,243.1000061035156,230.92547607421875,1387372,168.8000030517578,172.2899932861328,166.1999969482422,168.77499389648438,152.74374389648438,2594110
2010-03-18,357.45001220703125,364.0,355.125,357.7749938964844,333.21832275390625,157876,334.0,336.0,327.54998779296875,329.25,301.2101745605469,1336085,180.5,181.3999938964844,176.10000610351562,177.1999969482422,176.29885864257812,1121995,243.0,246.9499969482422,241.1000061035156,242.1999969482422,230.070556640625,438123,168.72500610351562,170.52499389648438,168.52499389648438,169.77999877929688,153.65325927734375,1078760
2010-03-19,362.2999877929688,380.0,355.57501220703125,368.2250061035156,342.95098876953125,197942,330.0,335.0,328.29998779296875,333.5,305.0982971191406,1063228,178.0,180.8999938964844,176.64999389648438,177.8000030517578,176.8958282470703,1161843,243.25,247.5,242.1000061035156,246.0,233.68020629882807,369614,170.0,170.47999572753906,167.5,169.80999755859375,153.68043518066406,1237280
2010-03-22,369.5,373.0,361.5249938964844,363.7250061035156,338.75982666015625,157376,326.0,338.29998779296875,326.0,333.3500061035156,304.9610900878906,1169177,177.0,181.8000030517578,174.3000030517578,177.0,176.09988403320312,1701087,243.5,245.5,237.0500030517578,239.3999938964844,227.4107360839844,534356,168.1999969482422,170.89999389648438,167.61000061035156,170.59500122070312,154.39088439941406,961970
2010-03-23,367.5,369.9500122070313,361.0,362.2250061035156,337.3628234863281,65610,334.0,343.8999938964844,334.0,342.0,312.87432861328125,2492255,178.0,180.3999938964844,176.39999389648438,177.3000030517578,176.39837646484375,840301,244.0,245.5,240.1000061035156,241.6000061035156,229.50059509277344,681473,171.0,171.7949981689453,168.1199951171875,169.03500366210938,152.9790496826172,1388000
2010-03-25,352.79998779296875,367.5,352.79998779296875,354.6000061035156,330.26123046875,100198,342.0,351.79998779296875,339.0,348.79998779296875,319.0952453613281,3023465,178.75,178.75,173.85000610351562,174.35000610351562,173.46336364746094,1696514,240.0,249.5,240.0,243.25,231.0679473876953,1298490,169.0,177.0,169.0,174.98500061035156,158.36386108398438,3202560
2010-03-26,356.25,363.7999877929688,355.5,357.5,332.9621276855469,73088,350.0,354.75,343.5,344.79998779296875,315.4359130859375,1259723,175.1999969482422,181.8999938964844,175.1999969482422,179.89999389648438,178.98513793945312,2168981,245.25,254.6000061035156,244.1499938964844,252.6499938964844,239.9971466064453,1190608,175.5,178.5,174.0500030517578,176.97000122070312,160.16033935546875,1398310
2010-03-29,359.75,368.5,357.0,363.9500122070313,338.969482421875,91712,340.0,348.3999938964844,335.70001220703125,342.54998779296875,313.3774719238281,1190836,180.0,184.1499938964844,179.5500030517578,180.1499938964844,179.23387145996094,1857047,256.0,269.8500061035156,253.5,265.3999938964844,252.10867309570312,1863779,176.4499969482422,181.1999969482422,175.10000610351562,180.0800018310547,162.97494506835938,2078100
2010-03-30,365.0,367.5,359.20001220703125,361.1000061035156,336.31512451171875,43484,344.0,354.8500061035156,336.20001220703125,338.1499938964844,309.35223388671875,674617,181.0,184.9499969482422,179.5500030517578,181.8500061035156,180.92523193359372,1697475,269.0,272.8500061035156,259.75,262.45001220703125,249.3064422607422,1288772,180.6000061035156,180.6000061035156,174.25,175.32000732421875,158.66708374023438,1270730
2010-03-31,360.0,376.125,360.0,364.7749938964844,339.7378845214844,120420,339.0,341.54998779296875,334.0,338.3500061035156,309.5351867675781,707879,183.25,185.6499938964844,182.6999969482422,183.1999969482422,182.2683563232422,1503761,265.1000061035156,272.70001220703125,264.29998779296875,268.54998779296875,255.10089111328125,1322841,177.5,179.77999877929688,175.0,179.1999969482422,162.1785125732422,2012990
2010-04-01,365.75,372.125,365.75,368.2749938964844,342.9975280761719,39026,339.0,342.8500061035156,337.6499938964844,339.0,310.1298522949219,738013,183.1000061035156,184.75,179.6999969482422,180.0,179.0846405029297,2000571,270.45001220703125,272.3999938964844,265.75,270.5,256.9532470703125,747108,179.5,181.1999969482422,178.00999450683594,180.40499877929688,163.26905822753906,1676080
2010-04-05,367.0,372.5,362.6749877929688,365.0249938964844,339.9706115722656,25752,340.0,351.3500061035156,340.0,349.95001220703125,320.1472473144531,1279262,182.0,182.0,175.8000030517578,176.4499969482422,175.5526885986328,1754156,272.8500061035156,273.8999938964844,267.5,269.04998779296875,255.57583618164065,345498,181.0,185.3000030517578,180.0,184.1699981689453,166.67645263671875,1464850
2010-04-06,369.9500122070313,369.9500122070313,363.5499877929688,365.7749938964844,340.6691589355469,22512,351.0,351.8999938964844,338.0,338.3999938964844,309.5809631347656,1274158,177.8000030517578,177.85000610351562,173.25,174.0,173.11514282226562,2214949,270.75,279.1000061035156,265.29998779296875,276.79998779296875,262.93768310546875,759484,182.8000030517578,184.8800048828125,181.03500366210935,182.18499755859372,164.87998962402344,915050
2010-04-07,364.0,369.3999938964844,362.5,365.7749938964844,340.6691589355469,27002,340.0,340.95001220703125,333.54998779296875,336.29998779296875,307.6597900390625,1274324,174.5,176.1999969482422,170.10000610351562,171.4499969482422,170.57810974121094,2773803,279.95001220703125,281.3500061035156,274.20001220703125,277.0,263.12774658203125,1143301,181.1999969482422,181.1999969482422,179.01499938964844,179.68499755859375,162.61746215820312,1813120
2010-04-08,347.5,367.4500122070313,347.5,365.5750122070313,340.48291015625,47416,337.8999938964844,338.5,330.6000061035156,335.20001220703125,306.6534729003906,1067527,173.0,173.0,166.6999969482422,167.5,166.648193359375,2226600,277.0,281.95001220703125,273.70001220703125,275.1499938964844,261.3704528808594,814279,181.0,182.09500122070312,176.8000030517578,177.35499572753906,160.50880432128906,1480810
2010-04-09,347.29998779296875,369.0,347.29998779296875,362.0249938964844,337.17657470703125,22644,337.0,338.0,332.1000061035156,335.3999938964844,306.8363647460937,1244003,171.60000610351562,172.0,165.75,169.89999389648438,169.03598022460938,3162091,275.0,282.6499938964844,275.0,279.6000061035156,265.5975341796875,1020452,177.99000549316406,179.6999969482422,176.5,176.9499969482422,160.14222717285156,899640
2010-04-12,362.6499938964844,367.4500122070313,355.5,362.8999938964844,337.9914855957031,122522,335.3999938964844,336.0,329.1000061035156,334.0,305.5556945800781,1961948,171.5,174.25,171.10000610351562,172.5,171.62278747558594,1596106,283.0,284.0,273.1000061035156,274.45001220703125,260.7054748535156,1050087,178.48500061035156,181.9499969482422,178.1300048828125,179.75999450683594,162.68533325195312,2378590
2010-04-13,364.5,364.5,359.0,362.5499877929688,337.66552734375,27014,335.5,336.5,333.1000061035156,334.79998779296875,306.2875366210937,1017904,173.0,173.0,169.0,169.35000610351562,168.48880004882812,910478,275.3500061035156,277.5,265.54998779296875,268.45001220703125,255.0059509277344,868368,180.1999969482422,181.44000244140625,177.0,177.89500427246094,160.9974822998047,769190
2010-04-15,356.1499938964844,393.4750061035156,356.1499938964844,385.4500122070313,358.99383544921875,355914,337.0,337.8999938964844,327.6499938964844,330.20001220703125,302.07928466796875,1240752,171.89999389648438,171.89999389648438,162.6999969482422,163.5500030517578,162.71829223632812,2684918,272.3500061035156,274.3500061035156,268.6000061035156,270.20001220703125,256.6682434082031,478794,180.3999938964844,181.8999938964844,178.11500549316406,179.93499755859375,162.8437042236328,1035670
2010-04-16,388.5,394.2749938964844,382.9500122070313,384.5750122070313,358.1788024902344,171256,330.0,333.8500061035156,324.45001220703125,330.3999938964844,302.26220703125,968600,164.0,166.4499969482422,162.10000610351562,162.6999969482422,161.8726043701172,1413821,270.54998779296875,274.0,265.1499938964844,272.54998779296875,258.90057373046875,454270,181.9750061035156,181.9750061035156,179.10000610351562,180.8699951171875,163.68988037109375,829140
